"WORD","PART_OF_SPEECH","PRONUNCIATION","DEFINITION","LITERAL_TRANSLATION","RELATED_PHRASE","RELATED_PHRASE_DEFINITION","RELATED_PHRASE_LITERAL_TRANSLATION","RELATED_PHRASE_AUDIO_TITLE","RELATED_PHRASE_AUDIO_FILENAME","RELATED_PHRASE_AUDIO_SOURCE","CATEGORIES","CULTURAL_NOTE","REFERENCE","INCLUDE_IN_GAMES","CHILD_FRIENDLY","AUDIO_TITLE","AUDIO_DESCRIPTION","AUDIO_FILENAME","AUDIO_SHARED_WITH_OTHER_DIALECTS","AUDIO_CHILD_FOCUSED","AUDIO_SOURCE","AUDIO_RECORDER","IMG_TITLE","IMG_FILENAME","IMG_DESCRIPTION","IMG_SOURCE","USERNAME","CONTRIBUTOR"
"a'algya̱x","intransitive verb","","talk continuously (as in giving a speech)","","A'algya̱g̱a 'yuuta gwa̱'a̱.","This man is speaking.","","","","","","","","1","","","","","","","","","","","","","","",
"malsgm t'u'utsk","common noun","*mals/gm/*t'u'utsk","telephone","","Dm kłg̱ooyu wil ludit'aayu da malsgm t'u'utsk.","I'm going to pay what I owe for the phone.","","","","","","","","1","","","","","","","","","Image depicting: malsgm t'u'utsk","maalsgm_t'u'utsk_.bmp","","","","",
"malsgm t'u'utsk","intransitive verb","*mals/gm/*t'u'utsk","telephone","","Dm malsgm t'u'utsga'nu da Meli.","I'm going to phone Mary.","","","","","","","","1","","","","","","","","","","","","","","",
"ts'ax","common noun","","nose","","","","","","","","","","","1","","","","","","","","","Image depicting: ts'ax","Wild 0523.jpg","","Image from Print Artist Platinum software, version 23, Supplementary Graphics CD.","","",
"g̱a̱lm xmoon","common noun","g̱a̱/lm/x/*moon","salt shaker","","Hanho'on g̱a̱lm xmoon.","Fill up the salt shakers.","","Spoken example sentence with word: g̱a̱lm xmoon","galmxmoon-mb-kk-01.mp3","","","","","1","","","","galmxmoon-mb-kk-01.mp3","","","","","Image depicting: g̱a̱lm xmoon","SALT 05.jpg","","Image from Print Artist Platinum software, version 23, Bonus Graphics CD.","","",
"k'wił dah doo","intransitive verb","","lying around","",""ndo'o g̱oo nwil yaawxgn ada mi nii dza k'wił dah doo ligi sayp","‎‎"you go where you ate and see if there are any bones lying about"","","","","Beynon m 166.1","","","","1","","","","","","","","","","","","","","",
"a̱m'aam","intransitive verb","a̱m/*'aam","good (pl.)","","A̱m'aam hooya da g̱a̱lmwa'at.","There are nice clothes in the store.","","Spoken example sentence with word: a̱m'aam","am'aam-mb-k-01.mp3","","","","Dunn, Practical Dictionary entry: 1996.","1","","","","am'aam-mb-k-01.mp3","","","","","","","","","","",
"xs'iłeetk","intransitive verb","xs/'i/*łeetk","blood red","","Xs'iłeetk wilgyeda iłeeyu.","My blood is red.","","","","","","","Dunn, Practical Dictionary entry: 2172.","1","","","","","","","","","Image depicting: xs'iłeetk","Fabric 003.jpg","","Image from Print Artist Platinum, Version 23, Supplementary Images CD.","","",
"ha'lidzox","common noun","ha/'li/*dzox","globe; universe; foundation; world; earth","","Dza̱g̱a̱ tguyełga ha'lidzox.","The world is round.","","","","","","","Dunn, Practical Dictionary entry: 714.","1","","","","","","","","","Image depicting: ha'lidzox","Science 210.jpg","","Image from Print Artist Platinum software, version 23, Supplementary Graphics CD.","","",
"g̱a̱lsm ḵ'aboox","common noun","","block of dried cockles","","","","","","","","","","","1","","","","","","","","","","","","","","",
"ham̱moo'ma̱x","common noun","ha/m/*moo/'ma̱x","gift (such as a get-well present; something to cheer someone up)","","'Nii dm di ham̱moo'ma̱g̱u gwa̱'a̱ da k'wan.","This is my gift to you.","","","","","","","","1","","Person saying: ham̱moo'ma̱x","","","","","","","","","","","","",
"łguułgm 'yuu","kinship term noun","łgu/łgm/'yuu","son; little boy","","Dzeesn di ts'uwaangidm łguułgm 'yuuyu.","Jason is my youngest son.","","Spoken example sentence with word: łguułgm 'yuu","lgulgm_'yuu-em-hb-02.mp3","","","","Dunn, Practical Dictionary entry: 1308.","1","","","","lgulgm_'yuu-em-hb-02.mp3","","","","","Image depicting: łguułgm 'yuu","mike-dangeli-michael-2002.bmp","","Mike Dangeli with son Michael. Photography courtesy of Mike Dangeli. ","","",
"hakhałoo","common noun","hak/ha/*łoo","cloth; canvas; cotton (pl.)","","","","","","","","","","Dunn, Practical Dictionary, entry: 64.  Dunn, Practical Dictionary entry: 687.Dunn, Practical Dictionary entry: 747.","1","","Person saying: hakhałoo","","","","","","","","","","","","",
"hakhałoo","common noun","hak/ha/*łoo","sails (pl.)","","Heelda wil g̱atg̱oyiksa hakhałoom boot.","There are many sailboats coming.","","Spoken example sentence with word: hakhałoo","hakhaloo-mw-hb-01.mp3","","","","Dunn, Practical Dictionary, entry: 64.  Dunn, Practical Dictionary entry: 687.Dunn, Practical Dictionary entry: 747.","1","","Person saying: hakhałoo","","hakhaloo-mw-hb-01.mp3","","","","","","","","","","",
"na̱'a̱g̱mnook","common noun","na̱'a̱/g̱m/*nook","nightgown","","Dm hoyu na̱'a̱mnook dziła dm nooki.","I'm going to put on my nightgown before I go to bed.","","","","","","","","1","","Person saying: na̱'a̱g̱mnook","","","","","","","","","","","","",
"g̱a̱ni wila","Adverb","","always, continually","","dat g̱ani wila siip'n lip łgutxa'oot.","and he continued to love his own cousin.","","","","Beynon m 21.1","","","","1","","","","","","","","","","","","","","",
"p'a̱xsihuula","common noun","","woolen long johns","","","","","","","","","","","1","","","","","","","","","","","","","","",
"ts'oo","intransitive verb","ts'oo","lift","","Ts'oo yeen.","The fog is lifting.","","Spoken example sentence with word: ts'oo","ts'oo-dl-hb-01.mp3","","","","Dunn, Practical Dictionary entry: 1968.","1","","","","ts'oo-dl-hb-01.mp3","","","","","Image depicting: ts'oo","SUNSHINE ON FLOWERS.jpg","","Image from Print Artist Platinum software, version 23, Bonus Graphics CD.","","",
"ts'oo","transitive verb","ts'oo","split","","Ada gyik sa ts'oosga liploop.","And suddenly the rocks split again.","","","","Boas, Fr 265.1","","","Dunn, Practical Dictionary entry: 1968.","1","","","","","","","","","","","","","","",
"nisumüsiin","common noun","ni/su/mü/*siin","copper mine","","Ha'waka ndi dalp'nt nisumüsiin.","I've never been near a copper mine.","","","","","","","Dunn, Practical Dictionary entry: 1455.","1","","","","","","","","","","","","","","",
"xtsi=","prenominal","","back and forth","","Laxtsi yilyeltga łaa gyigyet","the old people, moved back and forth ","","","","Beynon m 14.1","","","","1","","","","","","","","","","","","","","",
"gyilats'i'its","common noun","gyi/la/*ts'i'its","dragonfly","","Ga̱ba k'aba 'yuuta na xlipts'iwaan g̱a̱ḵ'aay gyilats'ii'ts.","Young boys eat the tips of dragonfly wings.","","Spoken example sentence with word: gyilats'i'its","gyilats'i'its-ab-ps-01.mp3","Albert Brooks, La̱x Kw’alaams","","","Dunn, Practical Dictionary entry: 610. ","1","","","","gyilats'i'its-ab-ps-01.mp3","","","","","Image depicting: gyilats'i'its","DRAGONFLY 3.jpg","","Image from Print Artist Platinum software, version 23, Bonus Graphics CD.","","",
"sgusiit","common noun","sgu/*siit","potatoes","","Dm dzemu sgusiit dm ga̱bm.","I'm going to boil potatoes for us to eat.","","Spoken example sentence with word: sgusiit","sgusiit-dl-hb-01.mp3","","","","","1","","","","sgusiit-dl-hb-01.mp3","","","","","Image depicting: sgusiit","sgusiid.bmp","","","","",
"ts'ilm wan","intransitive verb","","sit in the entrance (pl.)","","","","","","","","","","","1","","","","","","","","","","","","","","",
"p'iyaanm gwa̱soo","common noun","p'i/*yaan/m/gwa̱/*soo","ham; bacon; lit. smoked pork ","","P'iyaanm gwa̱soo hooym a tguyełgm anaay.","We use ham for pizza.","","Spoken example sentence with word: p'iyaanm gwa̱soo","636894754197193552A LexExampleSentence.mp3","Beatrice Robinson, La̱x Klan","","","","1","","Person saying: p'iyaanm gwa̱soo","","636894754197193552A LexExampleSentence.mp3","","","","","Image depicting: p'iyaanm gwa̱soo","SMOKED HAM.jpg","","Image from Print Artist Platinum edition, version 23, Bonus Graphics CD.","","",
"dzeeyna","common noun","*dzeey/na","Chinese; Chinese person","","Dzayna uksłeem hoont.","The Chinese man is the fish unloader.","","Spoken example sentence with word: dzeeyna","636885317326443042A LexExampleSentence.mp3","","","","","1","","","","636885317326443042A LexExampleSentence.mp3","","","","","","","","","","",
"ama=","preverbal","*am/a","good, well (attaches to a verb, producing another verb meaning an improved state or action)","","Yagwat ama dzaba na boot.","He is repairing his boat.","","Spoken example sentence with word: ama=","aama2-vn-hb-06.mp3","","","","","1","","","","aama2-vn-hb-06.mp3","","","","","","","","","","",
"ama=","prenominal","*am/a","good (attaches to a noun producing either another noun or a verb, both with the sense of a good state or action)","","Ama g̱oodm gyet, ama g̱oot.","A kind-hearted person, kind-hearted.","","","","HB 07 Co 136.1","","","","1","","","","","","","","","","","","","","",
"ts'ms=","prenominal","","taste like something else","","Ts'ms ḵ'almoosa inta txaw gabm.","The jarred halibut we’re eating tastes like crab.","","","","","","","","1","","","","","","","","","","","","","","",
"ḵ'a̱mksiwa̱h","common noun","ḵ'am/ksi/*wa̱h","Euro-Canadian; white person ","","G̱alts'abm ḵ'amksiwa̱h wil dzog̱m.","We're living in the European town.","","Spoken example sentence with word: ḵ'a̱mksiwa̱h","kamksiwah-dl-hb-01.mp3","","","","Dunn, Practical Dictionary entry: 1999.","1","","","","kamksiwah-dl-hb-01.mp3","","","","","","","","","","",
"sa'aawx","common noun","sa/*'aawx","Adam's apple ","","Ksa 'yuuta wil alut'aa sa'aawx.","The Adam's apple is only visible on men.","","","","","","","Dunn, Practical Dictionary entry: 1615.  Dunn, Practical Dictionary entry: 1623.","1","","","","","","","","","","","","","","",
"ła'ya̱xsk","intransitive verb","ła/*'ya̱xsk","climb","","Man ła'ya̱xsga łgu awta a la̱x g̱a̱n.","The little porcupine climbed up a tree.","","Spoken example sentence with word: ła'ya̱xsk","la'yaxsk-em-hb-02.mp3","","","","Dunn, Practical Dictionary entry: 1276.","1","","","","la'yaxsk-em-hb-02.mp3","","","","","Image depicting: ła'ya̱xsk","BOY & CAT IN TREE.jpg","","Image from Print Artist software, version 23, Bonus Graphics CD.","","",
"daala","common noun","*daa/la","dollar; money","","'A̱p ksa daala 'nahaws dip gwii.","Their only topic is money.","","Spoken example sentence with word: daala","daala-dr-hb01.mp3","","","","","1","","","","daala-dr-hb01.mp3","","","","","Image depicting: daala","CASH IN HAND.jpg","","Image from Print Artist Platinum software, version 23, Bonus Graphics CD.","","",
"'yikwde'eltsxn","common noun","","eight long things","","","","","","","","","","Dunn, Practical Dictionary entry: 846.  Dunn, Practical Dictionary entry: 2237.","1","","Person saying: 'yikwde'eltsxn","","","","","","","","","","","","",
"g̱ok","common noun","g̱ok","small berry basket, generally twined from spruce root or made from birchbark so it can hold liquids","","G̱oga hoy ḵ'abatgüüłk ła g̱asimaayt.","The children used small berry baskets to pick berries.","","","","","","","Dunn, Practical Dictionary entry: 472. Dunn, Practical Dictionary entry: 923.","1","","","","","","","","","","","","","","",
"g̱ok","common noun","g̱ok","pitcher; jug","","","","","","","","","","Dunn, Practical Dictionary entry: 472. Dunn, Practical Dictionary entry: 923.","1","","","","","","","","","Image depicting: g̱ok","PITCHER 01.jpg","","Image from Print Artist Platinum software, version 23, Bonus Graphics CD.","","",
"k'wił g̱a̱lam haw","intransitive verb","","chat","","","","","","","","","","","1","","","","","","","","","","","","","","",
"ma̱ts'u'uts'","intransitive verb","","","","","","","","","","","","","1","","","","","","","","","","","","","","",
"smla̱k","common noun","sm/*la̱k","open fire","","Smla̱ga hoy gyedit gyik'oołda.","People used open fires long ago.","","","","","","","Dunn, Practical Dictionary entry: 1740.","1","","","","","","","","","Image depicting: smla̱k","FEEDING FIRE 2.jpg","","Image from Print Artist Platinum software, version 23, Bonus Graphics CD.","","",
"smla̱k","common noun","sm/*la̱k","woodstove","","","","","","","","","","Dunn, Practical Dictionary entry: 1740.","1","","","","","","","","","","","","","","",
"g̱awlgm hawt","intransitive verb","","speak sarcastically","","","","","","","","","","","1","","","","","","","","","","","","","","",
"Smḵ'awts","common noun","","Balmoral (where the cannery was)","","adat 'waasga na łaa ndzoxga, Smḵ'awts","and she came upon an old camp, Smḵ'awts (Balmoral)","","","","Beynon m 165.1","","","","1","","","","","","","","","","","","","","",
"bi'ign","interjection","","You're lying!","","Bi'ign!","You're lying!","","","","","","","Dunn, Practical Dictionary entry: 153.","1","","","","","","","","","","","","","","",
"bi'ign","transitive verb","","deny; tease","","","","","","","","","","Dunn, Practical Dictionary entry: 153.","1","","","","","","","","","","","","","","",
"nuu","common noun","nuu","halibut hook","","Nuu dm hoym dzida ła tgida̱xyaa'wn.","We're going to use handmade hooks when you fish for halibut.","","Spoken example sentence with word: nuu","nuu-mb-tak-02.mp3","","","","Dunn, Practical Dictionary entry: 1568.","1","","","","nuu-mb-tak-02.mp3","","","","","","","","","","",
"gwismiilk","common noun","gwis/*miilk","party clothes","","Yagwit dzaba dm gwismiilkt.","He’s making his party clothes.","","Spoken example sentence with word: gwismiilk","gwismiilk-sr-hb-01.mp3","","","","","1","","","","gwismiilk-sr-hb-01.mp3","","","","","","","","","","",
"g̱aliis","intransitive verb","g̱a/*liis","transfer","","Ła holtga na uumłu da ts'a̱'a̱x ładm galiisayu da ts'm gwe'eła gwa'a.","My clam bucket is full, I am going to transfer them into this sack.","","Spoken example sentence with word: g̱aliis","galiis-mb-kk-01.mp3","","","","","1","","","","galiis-mb-kk-01.mp3","","","","","","","","","","",
"nsiip'nsk","common noun","","friend","","","","","","","","","","Dunn, Practical Dictionary entry: 1542.","1","","Person saying: nsiip'nsk","","","","","","","Image depicting: nsiip'nsk","Kids 854.jpg","","Image from Print Artist Platinum solftware, version 23, Supplementary Graphics CD.","","",
"moosk","intransitive verb","","light in colour","","","","","","","","","","","1","","","","","","","","","","","","","","",
"wa̱p sip'iyaansk","common noun","wa̱p/si/p'i/*yaansk","smokehouse","","Lu'yaayg̱a hoon da wa̱p sip'iyaansk.","The fish are hanging in the smokehouse.","","","","","","","","1","","","","","","","","","Image depicting: wa̱p sip'iyaansk","08-06.jpg","","Image courtesy of School District 52, Aboriginal Education, Wa̱p Sig̱atgyet","","",
"apda=","preverbal","*ap/da-","gradually; a little at a time; one by one","","Dm apda dzinł kłg̱ooyu.","I will pay a little at a time.","","Spoken example sentence with word: apda=","apda-mb-k-01.mp3","","","","","1","","","","apda-mb-k-01.mp3","","","","","","","","","","",
"kwla̱xs","transitive verb","kwła̱xs","kick something","","Kwła̱xsu xbiis 'a̱p sg̱a łuuntiyu.","I kicked the box I was so angry.","","Spoken example sentence with word: kwla̱xs","kwlaaxs-dl-hb-01.mp3","","","","Dunn, Practical Dictionary entry: 1016. Dunn, Practical Dictionary entry: 1017.","1","","","","kwlaaxs-dl-hb-01.mp3","","","","","Image depicting: kwla̱xs","BOY KICKING BALL 1.jpg","","Image from Print Artist Platinum software, version 23, Bonus Graphics CD.","","",
"k'na=","prenominal","","place where","","K'na̱xg̱aboox","(place name) where cockles are","","","","","","","","1","","Person saying: k'na=","","","","","","","","","","","","",
"ndaa","CL-INIT interrogative","","","","","","","","","","","","","1","","","","","","","","","","","","","","",
"dildelbiksk","intransitive verb","","cramp, shrink, shrivel","","Dildelbiksga na swetayu.","My sweater shrunk.","","Spoken example sentence with word: dildelbiksk","d-dildalbiksk-br-k-2018_1.mp3","","","","","1","","","","d-dildalbiksk-br-k-2018_1.mp3","","","","","","","","","","",
"looba hoon","intransitive verb","","to steam fish or other seafood such as 'yaans (very slowly to tenderize it)","","","","","","","","","","","1","","","","","","","","","","","","","","",
"dii=","preverbal","dii","also, with","","Dii amagyet.","He is also good-natured.","","","","","","","","1","","","","","","","","","","","","","","",
